Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2004-05-03 00:00:00,121.75479925337761,111.33659236996073,103.37891203242941,96.63626081028389,89.66600941240995,82.48870031389656,77.48446481326458,72.21737197961258,67.38662110727236,62.03866283590275,56.23127833326398,52.25275297282954,48.53645717161034,45.723846081663595,41.577374921721784,36.509988393697355,32.61169206092227,29.855806548227942,25.99929025649639,20.82417492903306,15.765503431990775,11.012804623915372,6.121400386948441,0.838712764322185,-4.963353972896908,-8.772838355061817,-13.41023214791975,-20.337103034820927,-27.69909158227145,-34.23177126363275,-39.31629598933892,-45.14898207546413,-50.45698465165473,-56.08918741919424
2004-05-04 00:00:00,121.0930597280899,110.63828556842691,102.4954159347048,95.63286681486652,88.75514088542012,81.84184988960887,76.79934127093631,71.56646308302773,66.70471063837029,61.530787856032255,55.79321627929247,51.7808950670554,48.02571570244769,45.152806905882684,41.60378100735556,37.15870672236607,33.29021686343148,30.342608264271536,26.129560139718695,20.922849889923175,15.502389381948177,10.591907441243704,5.967941460351709,1.081519370981565,-4.093508988807547,-7.795132560091214,-12.28284648461866,-19.198137574795066,-26.77498177394329,-33.81003656224983,-39.35129739606347,-45.26263448346433,-50.1574598552074,-55.475245882447005
2004-05-05 00:00:00,116.1920872268969,106.31309503398667,98.21865761442695,91.38504186297402,84.8808311428077,78.52016338918077,73.30961555817736,68.3271011712665,63.47604558029877,58.75863005194166,53.45133496766578,49.68638242566248,45.80487106411099,42.481283937203095,39.189158984875604,35.14922155330608,30.84918948760902,27.106499951596486,22.413481692348544,17.490128243585723,12.0679445330463,7.263457195284724,3.079563762089362,-1.3287254469898897,-5.642141164652095,-9.248072020038979,-13.825052943533898,-20.833720461157647,-28.498501668676823,-35.84769980423673,-41.652380682135934,-47.21492033628871,-51.39719684856376,-56.331142694375906
2004-05-06 00:00:00,124.56302687274085,113.83808592557884,105.66695343733394,98.89789188042752,91.83345934594668,84.35697968300126,79.19095454723265,73.83894247303925,69.01795119327403,63.53287350241941,57.75061409263839,53.88676204158011,50.31976984143513,47.81433079700918,43.65930147175284,38.491917372576474,34.569893420655646,32.03503743819661,28.201276591222324,23.077631950359436,17.98288591792641,13.206443063013378,8.362369384020736,3.020664696840196,-3.006531641613604,-6.7731674914701205,-11.369892568032524,-18.300093406146495,-25.67826554459478,-32.12757713535317,-37.18634299902127,-43.13061923279649,-48.63508959949821,-54.40784562586086
2004-05-07 00:00:00,131.60866656825223,120.21228817336105,112.01335563008611,105.38621680506235,97.99161026029691,89.7911404318594,84.73951206545436,79.19790728802867,74.56559657025976,68.55426774389433,62.437614711093154,58.469164962974446,55.1177480264463,53.10601531866072,48.18688919791264,41.99946371128135,38.31276520371962,36.75767992077614,33.61382378059801,28.340910437183986,23.553716920560184,18.780436609727868,13.298531595541494,7.007837831433952,-0.5854716330944323,-4.7030863797889815,-9.480355636349156,-16.414231645492915,-23.536835851918543,-29.28108868116805,-33.74820110377246,-40.051270995307654,-46.63137100318034,-53.08581592537565
2004-05-10 00:00:00,142.02303632585406,129.65837435626827,121.28327466115822,114.57393555740362,106.58666828643024,97.46842551540114,92.6150063963992,86.7063422755499,82.13734073282774,75.50555962538817,68.87684313617903,64.69900165816887,61.63562850298491,60.36605263696755,54.904357782449836,47.89737269560373,44.745480406186836,44.25757663146485,41.79595393069062,36.03166817727648,31.248541978475227,26.27908103276356,19.970651189166322,12.685120306144334,3.5224500763100863,-0.9218192817045034,-5.785307884808806,-12.791795794235412,-19.90135017678088,-25.25820194489123,-29.398304324814656,-36.32861165599118,-44.14541968183638,-51.3259146731774
2004-05-11 00:00:00,134.2563008555965,123.04118546657193,114.71394539306326,107.90247822327903,100.6599684157912,92.92305192364168,87.90293363477281,82.53568484188933,78.02349770928417,72.54806138750722,66.76988628959536,62.991262064536436,59.66069642038793,57.34673950597798,52.73054401239146,46.88107052802511,42.98948367794848,40.57018539327834,36.85200158216432,31.247994289467673,26.030842972216696,20.97378806094397,15.321304794896388,8.904333172221019,1.6308282434635446,-2.8667065315848284,-8.080567968085086,-15.489822493408813,-23.12240879934711,-29.78735614530426,-34.9947499330611,-41.46368016624073,-47.72010146636974,-53.97914596376917
2004-05-12 00:00:00,131.28018379135773,120.38718215089031,111.88149141094112,104.9454109844272,98.04525711620245,91.01201815070274,85.84527864388524,80.69591650588349,76.17434598464183,71.20637730312465,65.7218602797127,61.977297437179296,58.49307892911411,55.73465909627652,51.94509509873865,47.05106578286211,42.873591184913515,39.637690272687855,35.08816208542593,29.50219891703329,23.732225049217796,18.436880721893477,13.301913584682712,7.557915083001543,1.459826052338679,-2.9679495528676583,-8.186751859996997,-15.691901567712833,-23.715922577043088,-31.333687478399224,-37.36293607534545,-43.785015667522195,-49.12248397363326,-54.804764695068705
2004-05-13 00:00:00,135.82324902887862,124.49490129108213,115.82886513705172,108.77894787436624,101.61172683647582,94.13730065906311,88.957141705435,83.6229816184918,79.06827301353329,73.88633036579813,68.25957197585704,64.5204163650002,61.214978625936006,58.83154308243758,54.95076804700261,49.83029146715542,45.83750708373988,42.90929387700454,38.48065460135845,32.620248796739254,26.71267731313095,21.277463383530403,15.81528669759003,9.737735647620408,3.0996183395581625,-1.4408684723696332,-6.692638402014168,-14.330575566837151,-22.481589482579032,-30.104212596091656,-36.16476326993158,-42.871206143906434,-48.71817155958473,-54.651990781227205
2004-05-14 00:00:00,133.33148811073048,122.32548609598672,113.66339989560771,106.60478125268328,99.63578882065912,92.49961197982611,87.21311132153309,82.03559658683372,77.48721152838314,72.58382445363564,67.18793576465448,63.55040941789029,60.13807221956015,57.44274742245451,53.726176137377976,48.856674991069546,44.551219207446934,41.060147749213336,36.23851793502202,30.476411491323553,24.46341590588234,19.018027886251847,13.810900692942653,8.006963815571337,1.8678861186034637,-2.6670135959657593,-8.032475374503786,-15.760282399566343,-24.049343742384693,-32.00234649687553,-38.34439878732601,-44.89457926876298,-50.302303269442284,-56.00998626366852
2004-05-17 00:00:00,143.09334488405227,131.08441070119054,122.39615246847241,115.47124594719311,107.84910105551864,99.40818806645895,94.21950249146943,88.62698354760865,84.16185632187951,78.31043170453118,72.30461451113584,68.4769236138547,65.36874783882264,63.528688202450915,58.63150056107533,52.24398206634249,48.338033609535934,46.33432201021821,42.586143011769515,36.588649762813866,31.04615862498315,25.64961299633919,19.55834662599068,12.507772234974922,4.137886928053651,-0.6999544995807229,-6.171688597778946,-13.822590595341348,-21.721457670949867,-28.50886129521681,-33.88678530741623,-40.90096580493685,-47.97438870129055,-54.73322684168303
2004-05-18 00:00:00,139.0183616306233,127.63041182618021,119.05311980854607,112.11027110570762,104.85227925512478,97.16318279570251,91.99029324919137,86.70379844141725,82.30938583912149,77.0127677155225,71.37995884643567,67.66479830770407,64.2914166221086,61.74626325153682,57.03802577498742,51.00487886214627,46.66174132870897,43.66782521759876,39.403359118615086,33.51714857622269,27.917168346068976,22.54380468656515,16.676877655176202,9.905228676097243,2.3317336831122457,-2.639860590994913,-8.386258564355394,-16.263904752781002,-24.370837404698303,-31.70387843378317,-37.50706011147779,-44.268893385049395,-50.607738642482374,-56.98846931091292
2004-05-19 00:00:00,136.49879377366716,125.43635661463418,116.86314649477718,110.04809457075618,103.18696549250356,96.04793593832589,90.74641968623128,85.72830054284519,81.48729179929299,76.53329203811622,71.14540963410815,67.47196730043176,63.94146679064043,60.87081658537669,56.30949782104818,50.475907592294085,45.7059140619037,42.22439538794373,37.51211767102879,31.815884796136157,26.1339744889341,20.71097169244077,15.107319733189975,8.503995420327048,1.313127740843353,-3.818997879440567,-9.811003039292649,-17.811060620347188,-26.00546568516547,-33.67302376116025,-39.73912545589789,-46.39182223724304,-52.243845373000724,-58.399961292612545
2004-05-20 00:00:00,134.88633923512037,124.07327525580084,115.62644869682266,108.90473387032687,102.24965663601493,95.41072309677996,90.14114375533366,85.28920908529054,81.16750868614938,76.41693160620633,71.17264467646903,67.52578223025412,63.877759705949316,60.435497983140195,55.77131859299798,49.834858426275964,44.82512331607121,41.03683664544068,36.16398393166017,30.49804947462159,24.87450473025489,19.463331277332834,13.780591470829904,7.074024037350752,-0.1248609076010263,-5.491714065994442,-11.719942900027009,-19.868227076278615,-28.071256912028257,-35.81727683373781,-41.95680965579225,-48.526078204731355,-54.275939219796506,-60.34697913842629
2004-05-21 00:00:00,133.61956521402283,122.87029167237722,114.43158367823443,107.70123443483283,101.09099813871433,94.45186056865047,89.26452582216623,84.48783289842922,80.40467009025431,75.72712635382842,70.48875713563011,66.75104671534999,62.94635288592162,59.29393101039963,54.68679349640467,48.83838271200849,43.74520876107185,39.81539094706561,34.871774520292014,29.26623192521026,23.648185936383605,18.258998608211567,12.672886015830853,6.054280707855787,-0.941202647352786,-6.3311272807885315,-12.577092868688032,-20.715163850322774,-28.959348382989045,-36.83446919963459,-43.08005405146487,-49.627990292937874,-55.16475066056855,-61.14700490207032
2004-05-24 00:00:00,131.04424745560917,120.39432021756127,112.0483028113781,105.37362671603252,98.79695570934092,92.24620351552494,87.09507242382571,82.34684050872286,78.22711601816525,73.45604343071376,68.15618479690228,64.287510821839,60.22402262710584,56.30878335687807,51.54897290292633,45.57735923835612,40.34138952390227,36.43503403890022,31.599807186270187,26.243975421930827,20.88474655364925,15.68017138944251,10.22687622733674,3.7456379989375383,-3.10913022971563,-8.40552507102713,-14.549351031094163,-22.572620119675456,-30.655986340411612,-38.25917527218946,-44.318372598435815,-50.71128646983628,-56.156983109746186,-62.11962574076103
2004-05-25 00:00:00,117.60350771944292,108.43523285420453,100.52934095882027,94.04821500366673,88.31215839873799,83.22291253463167,77.9833651526977,73.8561766677993,69.7795537459935,65.91994944266727,61.24181770149763,57.48209676481173,52.830448109967776,47.500171442769386,43.06828594073816,37.825217414324406,31.687965269103685,26.104247808728314,20.34727300019094,15.530326889290105,10.26499520420473,5.285674530375091,0.665308658390394,-4.85666517927134,-9.938988512306413,-15.139187665742856,-21.531537249575077,-29.615458114216498,-37.76944196351349,-45.97785123124183,-52.490093186290935,-58.09788171590077,-61.961489082642935,-67.10257130218548
2004-05-26 00:00:00,117.91002914981452,108.5193739917955,100.78931680992889,94.5327689808586,88.69502158134361,83.22138976549846,78.01941435426164,73.78835536626255,69.73698675943301,65.40881055792708,60.41189245617588,56.43247886038181,51.67741148505189,46.36760845679212,41.30280168874543,35.29463094998497,29.174022284641204,24.316481855814597,19.08514620396457,14.429617644236295,9.62410222657587,4.831149548340758,-0.05412649344121623,-5.960862596603936,-11.895862470513716,-17.1661121680343,-23.513991763375717,-31.45048253544998,-39.20434589835905,-46.57175737924695,-52.42676872198103,-58.042783650451234,-62.56405887913676,-68.0905367859846
2004-05-27 00:00:00,113.61556398191694,104.54545731804541,97.0934186422213,91.00041812712858,85.26424226847033,79.96115425674702,74.85530143526327,70.72136612717404,66.67395478785176,62.297772293863225,57.24436444355883,53.12701782737313,48.12152809372416,42.47352048410268,37.10512513100092,30.872697728068328,24.60505992908555,19.7316593452938,14.673406877302279,10.276848290450602,5.836977930216455,1.2813157959658006,-3.4933311333195682,-9.312209844623899,-15.179774094494615,-20.38059442376868,-26.695547209025133,-34.46366751141153,-41.95418403942825,-48.937011165125064,-54.46075691860739,-59.81276487824548,-64.21595598030173,-69.73015370901621
2004-05-28 00:00:00,115.19966866630155,105.78741525973956,98.53699253845019,92.6301046497118,86.64738967450151,80.7973867702256,75.83643934119289,71.51723286063495,67.48202907244696,62.53798017795677,57.04471325867595,52.65507705469275,47.621802440434095,42.17217961579612,36.10094539583144,29.014835238267086,22.971341558676272,19.01003556159528,14.654513491292839,10.263412058284553,6.269886200299158,1.86546189576405,-3.359226697348283,-9.729201565012168,-16.691498288001505,-21.99506870214503,-28.245116705665634,-35.8346239409468,-42.90485771959656,-48.984913853297364,-53.77784701687811,-59.221752936628214,-64.4770176618086,-70.46873834079376
2004-06-01 00:00:00,120.28393692652573,110.1069111110552,102.88827606032787,96.95216275622079,90.3131020934373,83.46416131104586,78.73554654554896,73.98113554687788,69.80697123350484,64.01819177000345,57.82808592530423,53.061841205212055,48.126899182990755,43.37243372252346,36.685350549957526,28.805368738213183,23.36151000862127,20.647119582682087,17.204349547733074,12.56893335883807,8.84668288557457,4.495923897316838,-1.2824540873250023,-8.241613913215893,-16.451071982629813,-21.689001562483107,-27.658283020912716,-34.9741513659029,-41.7455695854257,-46.98740180012011,-51.09857440443269,-56.86680048268264,-63.23303918395126,-69.86426510882733
